Word	Concepticon_ID	Concepticon_Gloss	POS	Similarity
shade	1388	SHADE	noun	19
light	1052	LIGHT (WEIGHT)	adjective	19
raw	1959	RAW	adjective	19
yellow	1424	YELLOW	adjective	19
chill	2932	COLD (CHILL)	noun	19
difficult	584	DIFFICULT	adjective	19
grind	1033	GRIND	verb	19
wet	1726	WET	adjective	19
basket	1539	BASKET	noun	19
kitty	1208	CAT	noun	19
hawk	307	HAWK	noun	19
plank	1227	BOARD	noun	19
tool	1361	TOOL	noun	19
mist	249	FOG	noun	19
painting	3303	PICTURE (PAINTING)	noun	19
former	3004	FORMER	adjective	19
source	849	SPRING (OF WATER)	noun	19
rain	658	RAIN (PRECIPITATION)	noun	19
damp	2998	DAMP	adjective	19
summer	1342	SUMMER	noun	19
negative	1240	NOT	other	19
pursue	1047	PURSUE	verb	19
forbid	83	FORBID	verb	19
black	163	BLACK	adjective	19
condemn	484	CONDEMN	verb	19
pregnant	1123	PREGNANT	adjective	19
wagon	122	CART	noun	19
load	1679	LOAD	noun	19
kid	1972	KID	noun	19
bull	1008	BULL	noun	19
chew	321	CHEW	verb	19
laugh	1355	LAUGH	verb	19
proud	174	PROUD	adjective	19
succeed	1112	SUCCEED	verb	19
cheek	1730	CHEEK	noun	19
corner	192	CORNER	noun	19
guard	1940	GUARD	noun	19
leather	629	LEATHER	noun	19
string	362	STRING	noun	19
pan	31	PAN	noun	19
afternoon	1807	AFTERNOON	noun	19
regret	1875	REGRET	verb	19
cow	1007	COW	noun	19
meadow	2819	GRASSLAND	noun	19
pierce	398	PIERCE	verb	19
cattle	1153	CATTLE	noun	19
lake	624	LAKE	noun	19
feed	739	FEED	verb	19
track	318	FOOTPRINT	noun	19
valley	921	VALLEY	noun	19
wave	978	WAVE	noun	19
snake	730	SNAKE	noun	19
rabbit	1136	RABBIT	noun	19
row	1849	ROW	verb	19
tower	1671	TOWER	noun	19
foreign	109	FOREIGN	adjective	19
rescue	2008	RESCUE	verb	19
paper	648	PAPER	noun	19
glue	1069	GLUE	noun	19
charcoal	1188	CHARCOAL	noun	19
cloth	1616	CLOTH	noun	19
fruit	1507	FRUIT	noun	19
grape	920	GRAPE	noun	19
save	2008	RESCUE	verb	19
dense	2239	DENSE	adjective	19
path	2252	PATH	noun	19
fold	1470	FOLD	verb	19
rat	1490	RAT	noun	19
correct	1725	CORRECT (RIGHT)	adjective	19
conversation	2933	CONVERSATION	noun	19
knot	760	KNOT	noun	19
bundle	2943	BUNDLE	noun	19
army	1561	ARMY	noun	19
ear	1247	EAR	noun	19
bread	1368	BREAD	noun	19
food	256	FOOD	noun	19
custom	1747	CUSTOM	noun	19
instrument	1361	TOOL	noun	19
anxiety	1000	ANXIETY	noun	19
instantly	2916	INSTANTLY (IMMEDIATELY)	other	19
blunt	379	BLUNT	adjective	19
hate	1607	HATE	verb	19
sibling	1640	SIBLING	noun	19
dawn	729	DAWN	noun	19
sink	1088	SINK (DESCEND)	verb	19
shirt	1622	SHIRT	noun	19
bent	297	CROOKED	adjective	19
whisper	55	WHISPER	verb	19
clay	1399	CLAY	noun	19
choke	129	CHOKE	verb	19
hug	928	EMBRACE	verb	19
embrace	928	EMBRACE	verb	19
stallion	936	STALLION	noun	19
mare	938	MARE	noun	19
heat	612	HEAT	noun	19
paw	2965	PAW	noun	19
flesh	2259	FLESH	noun	19
neck	1333	NECK	noun	19
bump	1903	SWELLING	noun	19
crazy	1899	MAD	adjective	19
quiver	52	SHIVER	verb	19
yard	736	YARD	noun	19
ride	367	RIDE	verb	19
moon	1313	MOON	noun	19
campfire	2986	CAMPFIRE	noun	19
bone	1394	BONE	noun	19
gray	153	GREY	adjective	19
feather	1201	FEATHER	noun	19
red	156	RED	adjective	19
fence	1690	FENCE	noun	19
dirt	25	DIRT	noun	19
cloud	1489	CLOUD	noun	19
earth	1228	EARTH (SOIL)	noun	19
prairie	2819	GRASSLAND	noun	19
fan	1971	FAN (OBJECT)	noun	19
swear	1939	SWEAR	verb	19
exit	1752	LEAVE	verb	19
blind	1653	BLIND	adjective	19
shin	186	SHIN	noun	19
oven	1143	OVEN	noun	19
ornament	917	ORNAMENT	noun	19
imitate	117	IMITATE	verb	19
sol	1343	SUN	noun	19
alike	1558	SIMILAR	adjective	19
splash	365	SPLASH	verb	19
stroke	2993	STROKE (OF PEN)	noun	19
expensive	1426	EXPENSIVE	adjective	19
connect	2862	CONNECT	verb	19
improve	2872	IMPROVE (SOMETHING)	verb	19
government	815	GOVERNMENT	noun	19
borrow	1823	BORROW	verb	19
obtain	694	GET	verb	19
vulture	1185	VULTURE	noun	19
tail	1220	TAIL	noun	19
bark	1204	BARK	noun	19
arrive	1387	ARRIVE	verb	19
weigh	1098	WEIGH	verb	19
await	1590	WAIT (FOR)	verb	19
split	1437	SPLIT	verb	19
fox	1312	FOX	noun	19
tooth	1380	TOOTH	noun	19
announce	9	ANNOUNCE	verb	19
bind	1917	TIE	verb	19
narrow	1267	NARROW	adjective	19
fringe	2989	FRINGE	noun	19
evening	1629	EVENING	noun	19
cool	2483	COLD (OF WEATHER)	adjective	19
weave	133	WEAVE	verb	19
breakfast	1322	BREAKFAST	noun	19
wing	1257	WING	noun	19
float	1574	FLOAT	verb	19
turtle	112	TURTLE	noun	19
midday	12	MIDDAY	noun	19
wrap	1113	WRAP	verb	19
attractive	2410	GOOD-LOOKING	adjective	19
motor	110	MOTOR	noun	19
dough	273	DOUGH	noun	19
height	2985	HEIGHT	noun	19
mason	877	MASON	noun	19
corn	506	MAIZE	noun	19
join	1743	JOIN	verb	19
acid	1906	SOUR	adjective	19
bridge	1011	BRIDGE	noun	19
spin	121	SPIN	verb	19
decay	2907	ROT	verb	19
disappear	485	DISAPPEAR	verb	19
brackish	70	BRACKISH	adjective	19
injury	2947	DAMAGE (INJURY)	noun	19
grave	1773	GRAVE	noun	19
yesterday	1174	YESTERDAY	other	19
servant	255	SERVANT	noun	19
magic	392	MAGIC	noun	19
cape	1662	CAPE	noun	19
illness	1986	DISEASE	noun	19
mail	167	MAIL	noun	19
slave	812	SLAVE	noun	19
heap	2984	HEAP	noun	19
wednesday	1694	WEDNESDAY	noun	19
owe	369	OWE	verb	19
stranger	791	STRANGER	noun	19
wealthy	712	RICH	adjective	19
stove	859	STOVE	noun	19
ripe	178	RIPE	adjective	19
breathe	1407	BREATHE	verb	19
brave	3	BRAVE	adjective	19
silent	48	BE SILENT	verb	19
hell	878	HELL	noun	19
foolish	1518	STUPID	adjective	19
rear	2134	RAISE (BRING UP)	verb	19
gate	2940	GATE	noun	19
tether	2891	TIE UP (TETHER)	verb	19
bat	1793	BAT	noun	19
temple	911	TEMPLE	noun	19
chase	1047	PURSUE	verb	19
rope	1218	ROPE	noun	19
swarm	2974	SWARM (OF BIRDS)	noun	19
yell	715	SHOUT	verb	19
dash	2863	DASH (OF VEHICLE)	verb	19
crawl	96	CRAWL	verb	19
peg	361	PEG	noun	19
pouch	2951	POUCH	noun	19
flame	889	FLAME	noun	19
shield	1064	SHIELD	noun	19
roof	769	ROOF	noun	19
ugly	1548	UGLY	adjective	19
clothing	1895	CLOTHES	noun	19
sing	1261	SING	verb	19
adultery	902	ADULTERY	noun	19
skilful	1824	DEXTEROUS	adjective	19
severe	419	SEVERE	adjective	19
song	1096	SONG	noun	19
numerous	1198	MANY	other	19
swift	1631	FAST	adjective	19
quarrel	1848	QUARREL	noun	19
cord	1218	ROPE	noun	19
cup	476	CUP	noun	19
ice	617	ICE	noun	19
bottle	1321	BOTTLE	noun	19
shoot	1172	SHOOT	verb	19
skin	763	SKIN	noun	19
dig	1418	DIG	verb	19
swallow	897	SWALLOW	verb	19
rice	926	RICE	noun	19
eat	1336	EAT	verb	19
grain	605	GRAIN	noun	19
drip	2253	DRIP (EMIT LIQUID)	verb	19
vine	343	VINE	noun	19
egg	744	EGG	noun	19
shelf	745	SHELF	noun	19
rafter	829	RAFTER	noun	19
hungry	1533	BE HUNGRY	verb	19
shoe	1381	SHOE	noun	19
drug	1372	MEDICINE	noun	19
chimney	1305	CHIMNEY	noun	19
wedding	1259	WEDDING	noun	19
vagina	1836	VAGINA	noun	19
physician	597	PHYSICIAN	noun	19
marry	203	MARRY	verb	19
error	1293	MISTAKE	noun	19
boast	101	BOAST	verb	19
boundary	1010	BOUNDARY	noun	19
steam	1193	STEAM	noun	19
willow	818	WILLOW	noun	19
melt	2334	MELT	verb	19
pot	1462	POT	noun	19
noise	1182	NOISE	noun	19
shore	113	SHORE	noun	19
pony	1647	FOAL	noun	19
knife	1352	KNIFE	noun	19
crow	913	CROW	noun	19
thread	1161	THREAD	noun	19
herd	2885	HERD (SOMETHING)	verb	19
bake	183	BAKE	verb	19
wolf	522	WOLF	noun	19
medicine	1372	MEDICINE	noun	19
retreat	421	RETREAT	verb	19
bitterness	887	BITTER	adjective	19
loud	377	LOUD	adjective	19
arrow	977	ARROW	noun	19
dive	119	DIVE	verb	19
devil	1973	DEMON	noun	19
howl	526	HOWL	verb	19
skinny	1400	THIN (SLIM)	adjective	19
kidney	489	KIDNEY	noun	19
pasture	649	PASTURE	noun	19
brag	101	BOAST	verb	19
defeat	782	DEFEAT	noun	19
bowl	1530	BOWL	noun	19
salary	718	PAY	verb	19
stingy	1774	STINGY	adjective	19
bush	1683	BUSH	noun	19
shine	708	SHINE	verb	19
comb	1475	COMB	noun	19
sun	1343	SUN	noun	19
knock	2396	KNOCK	verb	19
shy	487	SHY	adjective	19
skirt	1600	SKIRT	noun	19
curse	8	CURSE	verb	19
one-	1493	ONE	numeral	11
demolish	681	DESTROY	verb	19
dowry	3168	DOWRY	noun	19
stepmother	236	STEPMOTHER	noun	19
niece	1642	NIECE	noun	19
vomit	1278	VOMIT	verb	19
hatchet	677	AXE	noun	19
cease	1928	CEASE	verb	19
pole	281	POST	noun	19
carcass	1770	CARCASS	noun	19
reef	660	REEF	noun	19
cave	1155	CAVE	noun	19
smoke	778	SMOKE (EXHAUST)	noun	19
toe	1389	TOE	noun	19
rake	338	RAKE	noun	19
roar	2876	ROAR (OF SEA)	verb	19
tip	2992	TIP (OF OBJECT)	noun	19
noose	2604	NOOSE	noun	19
bruise	1148	BRUISE	noun	19
claw	72	CLAW	noun	19
spit	1440	SPIT	verb	19
soul	811	SOUL	noun	19
obey	1635	OBEY	verb	19
wicked	45	EVIL	adjective	19
envy	40	ENVY	noun	19
bee	665	BEE	noun	19
surrender	1696	SURRENDER	verb	19
ditch	2002	DITCH	noun	19
guide	43	LEAD (GUIDE)	verb	19
teeth	1380	TOOTH	noun	19
veil	1151	VEIL	noun	19
latch	1012	LATCH	noun	19
jail	1281	PRISON	noun	19
prisoner	1072	PRISONER	noun	19
dispel	30	DISPEL	verb	19
ladder	1464	LADDER	noun	19
mouse	1491	MOUSE	noun	19
prostitute	1610	PROSTITUTE	noun	19
carpet	292	RUG	noun	19
soft-	1856	SOFT	adjective	11
cotton	1850	COTTON	noun	19
high-	1265	HIGH	adjective	11
grey	153	GREY	adjective	19
protect	2900	PROTECT	verb	19
donkey	1862	DONKEY	noun	19
postcard	1497	POSTCARD	noun	19
elder	2112	OLD (AGED)	other	19
eagle	1905	EAGLE	noun	19
flood	613	HIGH TIDE	noun	19
saturday	1700	SATURDAY	noun	19
precious	3002	PRECIOUS	adjective	19
thursday	1693	THURSDAY	noun	19
injection	1805	INJECTION	noun	19
copper	1825	COPPER	noun	19
plate	480	PLATE	noun	19
donate	196	DONATE	verb	19
mold	289	MOLD	verb	19
companion	1325	FRIEND	noun	19
peel	275	PEEL	verb	19
chin	1510	CHIN	noun	19
calf	1989	CALF	noun	19
seed	714	SEED	noun	19
vegetable	924	VEGETABLES	noun	19
broth	1547	SOUP	noun	19
victory	783	VICTORY	noun	19
meat	634	MEAT	noun	19
bean	832	BEAN	noun	19
potato	593	POTATO	noun	19
forgive	1528	FORGIVE	verb	19
ye	1213	YOU	other	19
pray	24	PRAY	verb	19
honey	942	HONEY	noun	19
ewe	1345	EWE	noun	19
long-	1203	LONG	adjective	11
weather	952	WEATHER	noun	19
sister	1263	SISTER	noun	19
hunger	1864	HUNGER	noun	19
sack	2990	SACK	noun	19
mud	640	MUD	noun	19
storm	858	STORM	noun	19
jaw	798	JAW	noun	19
shark	1110	SHARK	noun	19
worm	1219	WORM	noun	19
mad	1899	MAD	adjective	19
castle	1938	FORTRESS	noun	19
moor	2962	MOORLAND	noun	19
feverish	1847	SICK	adjective	19
ash	646	ASH	noun	19
rinse	2904	RINSE	verb	19
roast	1962	ROAST (SOMETHING)	verb	19
saucer	271	SAUCER	noun	19
wine-	1524	WINE	noun	11
freeze	1431	FREEZE	verb	19
towel	1021	TOWEL	noun	19
cooking	1100	COOK (SOMETHING)	verb	19
fireplace	185	FIREPLACE	noun	19
supper	1833	DINNER (SUPPER)	noun	19
beer	1639	BEER	noun	19
sausage	1874	SAUSAGE	noun	19
sugar	862	SUGAR	noun	19
chili	919	CHILI PEPPER	noun	19
tasty	1813	TASTY	adjective	19
spear	945	SPEAR	noun	19
prick	1434	STAB	verb	19
pinch	378	PINCH	verb	19
milk	635	MILK	noun	19
knead	274	KNEAD	verb	19
flour	1594	FLOUR	noun	19
butter	1245	BUTTER	noun	19
nut	191	NUT	noun	19
disease	1986	DISEASE	noun	19
descendant	490	DESCENDANTS	noun	19
innocent	90	INNOCENT	adjective	19
twin	1005	TWINS	noun	19
infant	1289	BABY	noun	19
sail	787	SAIL	verb	19
ancestor	1669	ANCESTORS	noun	19
statue	1002	STATUE	noun	19
mosque	1603	MOSQUE	noun	19
emperor	1508	KING	noun	19
ocean	645	OCEAN	noun	19
anchor	1870	ANCHOR	noun	19
fountain	849	SPRING (OF WATER)	noun	19
tomb	1773	GRAVE	noun	19
pointed	372	POINTED	adjective	19
sword	1535	SWORD	noun	19
utensil	1361	TOOL	noun	19
jewel	1029	JEWEL	noun	19
formerly	2914	ONCE (IN THE PAST)	other	19
plow	2154	PLOUGH (INSTRUMENT)	noun	19
lizard	632	LIZARD	noun	19
misfortune	56	BAD LUCK	noun	19
rooster	1511	ROOSTER	noun	19
mill	636	MILL	noun	19
pill	395	PILL	noun	19
carpenter	1042	CARPENTER	noun	19
leak	2253	DRIP (EMIT LIQUID)	verb	19
squat	296	CROUCH	verb	19
rape	953	RAPE	noun	19
breast	1402	BREAST	noun	19
skull	1605	SKULL	noun	19
berry	904	BERRY	noun	19
swell	1573	SWELL	verb	19
stomach	819	STOMACH	noun	19
goose	1187	GOOSE	noun	19
furrow	1794	FURROW	noun	19
reap	190	MOW	verb	19
sow	1351	SOW (FEMALE PIG)	noun	19
tender	1954	GENTLE	adjective	19
breathing	1407	BREATHE	verb	19
lung	688	LUNG	noun	19
spleen	1744	SPLEEN	noun	19
spine	805	SPINE	noun	19
palm	1183	PALM OF HAND	noun	19
clan	302	CLAN	noun	19
battle-ax	386	BATTLE-AXE	noun	19
mast	184	MAST	noun	19
ascend	705	GO UP (ASCEND)	verb	19
salty	1091	SALTY	adjective	19
clever	1310	CLEVER	adjective	19
heaviness	1210	HEAVY	adjective	19
happiness	2941	HAPPINESS	noun	19
nephew	1063	NEPHEW	noun	19
limp	366	LIMP	verb	19
lazy	1564	LAZY	adjective	19
hip	1745	HIP	noun	19
doorway	1567	DOOR	noun	19
laughter	2958	LAUGHTER	noun	19
budge	2861	BUDGE (ONESELF)	verb	19
headland	1662	CAPE	noun	19
clock	1323	CLOCK	noun	19
injure	44	INJURE	verb	19
drill	1501	BORE	verb	19
jar	1462	POT	noun	19
plume	1201	FEATHER	noun	19
dwell	363	DWELL (LIVE, RESIDE)	verb	19
whistle	1025	WHISTLE	verb	19
shovel	1901	SHOVEL	noun	19
cough	879	COUGH	verb	19
mustache	1165	MOUSTACHE	noun	19
cock	1511	ROOSTER	noun	19
axe	677	AXE	noun	19
shit	676	SHIT (DEFECATE)	verb	19
thaw	2887	THAW (DEW)	verb	19
oat	60	OAT	noun	19
autumn	1276	AUTUMN	noun	19
grandchild	1617	GRANDCHILD	noun	19
healthy	1364	HEALTHY	adjective	19
boss	2930	BOSS	noun	19
courageous	3	BRAVE	adjective	19
monte	1683	BUSH	noun	19
sheep	1331	SHEEP	noun	19
hog	1337	PIG	noun	19
pumpkin	864	PUMPKIN	noun	19
ghost	1175	GHOST	noun	19
going	695	GO	verb	19
fever	1534	FEVER	noun	19
shiver	52	SHIVER	verb	19
sculptor	914	SCULPTOR	noun	19
swim	1439	SWIM	verb	19
bury	1719	BURY	verb	19
grief	1668	GRIEF	noun	19
fathom	81	FATHOM	noun	19
deaf	996	DEAF	adjective	19
jug	270	JUG	noun	19
strap	2973	STRAP	noun	19
ware	2957	WARE	noun	19
oath	1712	OATH	noun	19
thief	1160	THIEF	noun	19
fur	580	FUR	noun	19
lamb	820	LAMB	noun	19
earring	770	EARRING	noun	19
heel	980	HEEL	noun	19
raft	1664	RAFT	noun	19
perjury	1792	PERJURY	noun	19
defendant	1034	DEFENDANT	noun	19
limb	1531	BRANCH	noun	19
labour	984	WORK (LABOUR)	noun	19
jog	2899	JOG (SOMETHING)	verb	19
lanza	945	SPEAR	noun	19
insane	1899	MAD	adjective	19
lightning	1654	LIGHTNING	noun	19
goodness	1035	GOOD	adjective	19
mat	195	MAT	noun	19
chisel	1979	CHISEL	noun	19
beard	678	BEARD	noun	19
sour	1906	SOUR	adjective	19
buttock	834	BUTTOCKS	noun	19
fig	322	FIG	noun	19
stocking	329	STOCKING	noun	19
flea	232	FLEA	noun	19
rot	569	SPOIL (BECOME SPOILED)	verb	19
fortress	1938	FORTRESS	noun	19
cane	1296	WALKING STICK	noun	19
softness	1856	SOFT	adjective	19
goat	1502	GOAT	noun	19
teat	796	NIPPLE	noun	19
upwards	1591	UP	other	19
idol	1945	IDOL	noun	19
tobacco	974	TOBACCO	noun	19
fog	249	FOG	noun	19
stump	241	TREE STUMP	noun	19
repent	1875	REGRET	verb	19
whale	957	WHALE	noun	19
port	610	PORT	noun	19
jungle	420	FOREST	noun	19
second-	1384	SECOND	other	11
third-	1859	THIRD	other	11
waterfall	943	WATERFALL	noun	19
grandfather	1383	GRANDFATHER	noun	19
garment	1895	CLOTHES	noun	19
candle	1273	CANDLE	noun	19
underneath	1485	BELOW OR UNDER	other	19
grandmother	1496	GRANDMOTHER	noun	19
stool	2058	STOOL	noun	19
chieftain	301	CHIEFTAIN	noun	19
stall	851	STABLE	noun	19
lightweight	1052	LIGHT (WEIGHT)	adjective	19
bolt	2007	BOLT (OF LIGHTNING)	noun	19
linen	916	LINEN	noun	19
abdomen	1251	BELLY	noun	19
pupil	753	PUPIL (STUDENT)	noun	19
ass	1862	DONKEY	noun	19
hen	1514	HEN	noun	19
dos	1498	TWO	numeral	19
alcohol	404	ALCOHOL (FERMENTED DRINK)	noun	19
ant	587	ANT	noun	19
slim	1400	THIN (SLIM)	adjective	19
bathe	138	BATHE	verb	19
wool	964	WOOL	noun	19
trunk	344	TREE TRUNK	noun	19
livestock	631	LIVESTOCK	noun	19
dolphin	1479	DOLPHIN	noun	19
nasty	419	SEVERE	adjective	19
suffering	1783	PAIN	noun	19
frost	2034	FROST	noun	19
eyebrow	1173	EYEBROW	noun	19
waist	1681	WAIST	noun	19
trap	1075	TRAP (PITFALL)	noun	19
beech	1950	BEECH	noun	19
mosquito	1509	MOSQUITO	noun	19
dye	157	DYE	verb	19
chat	2903	CHAT (WITH SOMEBODY)	verb	19
gill	1916	GILL	noun	19
hinder	554	HINDER	verb	19
thou	1215	THOU	other	19
shriek	298	SHRIEK	verb	19
spider	843	SPIDER	noun	19
springtime	1537	SPRINGTIME	noun	19
wheat	1077	WHEAT	noun	19
bead	1860	BEAD	noun	19
fin	213	FIN	noun	19
done	813	DO	verb	19
squash	864	PUMPKIN	noun	19
mule	890	MULE	noun	19
thirst	848	THIRST	noun	19
cart	122	CART	noun	19
flute	777	FLUTE	noun	19
mano	1277	HAND	noun	19
axle	1769	AXLE	noun	19
sniff	375	SNIFF	verb	19
bough	346	BANYAN	noun	19
beggar	1934	BEGGAR	noun	19
eyelid	17	EYELID	noun	19
scold	299	SCOLD	verb	19
groan	716	GROAN	verb	19
fragrant	376	FRAGRANT	adjective	19
flying	1441	FLY (MOVE THROUGH AIR)	verb	19
avaricious	1774	STINGY	adjective	19
affirmative	1268	YES	other	19
trough	205	TROUGH	noun	19
necklace	1961	NECKLACE	noun	19
web	1065	SPIDER WEB	noun	19
w-i-d-e	1243	WIDE	adjective	11
light-weight	1052	LIGHT (WEIGHT)	adjective	11
mute	1666	MUTE	adjective	19
mumble	128	MUMBLE	verb	19
ram	1344	RAM	noun	19
rotten	1728	ROTTEN	adjective	19
itch	148	ITCH	noun	19
remains	838	REMAINS	noun	19
shallow	193	SHALLOW	adjective	19
blacksmith	1001	BLACKSMITH	noun	19
hay	342	HAY	noun	19
stink	1587	SMELL (STINK)	verb	19
freeman	384	FREEMAN	noun	19
beverage	731	BEVERAGE	noun	19
footstep	318	FOOTPRINT	noun	19
crooked	297	CROOKED	adjective	19
twig	3222	TWIG	noun	19
tinkle	2888	TINKLE	verb	19
stab	1434	STAB	verb	19
colour	1613	COLOR	noun	19
pee	592	PISS	verb	19
leash	2959	LEASH	noun	19
grandson	1618	GRANDSON	noun	19
offering	1103	SACRIFICE	noun	19
hearth	185	FIREPLACE	noun	19
demon	1973	DEMON	noun	19
helmet	1680	HELMET	noun	19
sinew	1137	TENDON	noun	19
hunting	1435	HUNT	verb	19
tent	1316	TENT	noun	19
blister	1584	BLISTER	noun	19
eyeball	1248	EYE	noun	19
thumb	1781	THUMB	noun	19
beget	1152	BEGET	verb	19
ripen	179	RIPEN	verb	19
suck	1421	SUCK	verb	19
ointment	1926	OINTMENT	noun	19
petroleum	650	PETROLEUM	noun	19
daytime	1225	DAY (NOT NIGHT)	noun	19
middle-	1093	MIDDLE	other	11
over-	1741	ABOVE	other	11
lacquer	647	PAINT (PIGMENTS)	noun	19
uno	1493	ONE	numeral	19
mainland	166	MAINLAND	noun	19
defecate	676	SHIT (DEFECATE)	verb	19
spittle	1503	SALIVA	noun	19
hardness	1884	HARD	adjective	19
gourd	411	GOURD	noun	19
swamp	1145	SWAMP	noun	19
burning	1428	BURNING	verb	19
padlock	336	PADLOCK	noun	19
thresh	285	THRESH	verb	19
pig	1337	PIG	noun	19
dribble	268	DRIBBLE	verb	19
dew	1977	DEW	noun	19
sneeze	1621	SNEEZE	verb	19
outrigger	416	OUTRIGGER	noun	19
lagoon	623	LAGOON	noun	19
thirsty	847	THIRSTY	adjective	19
tortoise	895	TORTOISE	noun	19
pizza	256	FOOD	noun	19
statute	1002	STATUE	noun	19
crocodile	1857	CROCODILE	noun	19
mid	1093	MIDDLE	other	19
backbone	805	SPINE	noun	19
unripe	1958	UNRIPE	adjective	19
paddle	234	PADDLE	noun	19
extinguish	127	EXTINGUISH	verb	19
foam	1768	FOAM	noun	19
tendon	1137	TENDON	noun	19
magician	2137	MAGICIAN	noun	19
honeybee	665	BEE	noun	19
perish	2865	DIE (FROM ACCIDENT)	verb	19
louse	1392	LOUSE	noun	19
armor	1061	ARMOUR	noun	19
saliva	1503	SALIVA	noun	19
fry	991	FRY	verb	19
backwards	2911	BACKWARD	other	19
nostril	1178	NOSTRIL	noun	19
mucus	208	NASAL MUCUS (SNOT)	noun	19
adjudicate	1818	ADJUDICATE	verb	19
stealing	713	STEAL	verb	19
rainbow	1733	RAINBOW	noun	19
barley	932	BARLEY	noun	19
tuber	670	ROOT	noun	19
rye	23	RYE	noun	19
omen	107	OMEN	noun	19
greedy	2018	GREEDY	adjective	19
nipple	796	NIPPLE	noun	19
bracelet	1754	BRACELET	noun	19
scissors	356	SHEARS	noun	19
perforate	1501	BORE	verb	19
grassland	2819	GRASSLAND	noun	19
made	734	MAKE	verb	19
irrigate	3078	IRRIGATE	verb	19
delicious	1813	TASTY	adjective	19
famine	199	FAMINE	noun	19
broom	245	BROOM	noun	19
adobe	901	ADOBE	noun	19
fowl	265	FOWL	noun	19
armour	1061	ARMOUR	noun	19
untie	352	UNTIE	verb	19
swelling	1903	SWELLING	noun	19
kettle	854	KETTLE	noun	19
mead	941	MEAD	noun	19
grandparent	305	GRANDPARENTS	noun	19
to-morrow	1329	TOMORROW	other	19
lair	2949	LAIR	noun	19
poncho	327	PONCHO	noun	19
deceit	13	DECEIT	noun	19
seven-	1704	SEVEN	numeral	11
spindle	277	SPINDLE	noun	19
grand-daughter	1619	GRANDDAUGHTER	noun	11
elevation	2936	ELEVATION	noun	19
deity	3231	DEITY	noun	19
corner-	192	CORNER	noun	11
snail	1543	SNAIL	noun	19
deception	13	DECEIT	noun	19
foal	1647	FOAL	noun	19
mow	190	MOW	verb	19
stepson	1059	STEPSON	noun	19
arson	1889	ARSON	noun	19
testicle	797	TESTICLES	noun	19
urine	1142	URINE	noun	19
granddaughter	1619	GRANDDAUGHTER	noun	19
waken	1602	WAKE UP	verb	19
whore	1610	PROSTITUTE	noun	19
widower	1981	WIDOWER	noun	19
medication	1372	MEDICINE	noun	19
scrape	1767	SCRAPE	verb	19
fir	1915	FIR	noun	19
hare	1190	HARE	noun	19
market-place	633	MARKET	noun	11
acorn	968	ACORN	noun	19
yolk	1556	YOLK	noun	19
eats	1336	EAT	verb	19
tinker	2243	REPAIR	verb	19
to-day	1283	TODAY	other	19
stinky	42	STINKING	adjective	19
kite	307	HAWK	noun	19
thither	2923	THITHER (THERE TO)	other	19
piss	592	PISS	verb	19
eyelash	1540	EYELASH	noun	19
hither	2925	HITHER (HERE TO)	other	19
jaguar	1250	JAGUAR	noun	19
neighbour	1332	NEIGHBOUR	noun	19
womb	804	WOMB	noun	19
moustache	1165	MOUSTACHE	noun	19
beehive	88	BEEHIVE	noun	19
drip-	2253	DRIP (EMIT LIQUID)	verb	11
born	1090	BE BORN	verb	19
hoe	284	HOE	noun	19
far-away	1406	FAR	adjective	11
collarbone	1994	COLLARBONE	noun	19
thatch	279	THATCH	noun	19
wasp	1517	WASP	noun	19
intestine	1991	INTESTINES	noun	19
puke	1278	VOMIT	verb	19
boar	1348	BOAR (MALE PIG)	noun	19
rudder	108	RUDDER	noun	19
precipice	618	PRECIPICE	noun	19
pitchfork	337	PITCHFORK	noun	19
jawbone	798	JAW	noun	19
thumb-	1781	THUMB	noun	11
molar	1049	MOLAR TOOTH	noun	19
pestle	225	PESTLE	noun	19
chime	2897	CHIME (ACTION)	verb	19
