('573', '794', 0.9709320664405823)
('573', '759', 0.9802093505859375)
('573', '1251', 0.9713766574859619)
('573', '713', 0.9746215343475342)
('573', '1001', 0.9720025658607483)
('573', '398', 0.9802447557449341)
('573', '1400', 0.9851633310317993)
('573', '1905', 0.9762424826622009)
('573', '593', 0.9702239036560059)
('573', '378', 0.9832892417907715)
('573', '1594', 0.9737754464149475)
('573', '974', 0.974875807762146)
('834', '759', 0.9809275269508362)
('834', '1633', 0.9814246296882629)
('834', '644', 0.9816242456436157)
('834', '1740', 0.973168671131134)
('834', '772', 0.9803314208984375)
('834', '1369', 0.9794323444366455)
('834', '1243', 0.9764534831047058)
('834', '292', 0.980421245098114)
('834', '2819', 0.9795415997505188)
('834', '624', 0.9788065552711487)
('834', '1849', 0.9710768461227417)
('834', '1188', 0.9719392657279968)
('834', '1662', 0.9742432832717896)
('834', '2974', 0.9743516445159912)
('834', '617', 0.9768170118331909)
('834', '926', 0.9713963270187378)
('834', '1161', 0.9757272005081177)
('834', '1400', 0.9733172655105591)
('834', '1850', 0.9770206809043884)
('834', '480', 0.9828125238418579)
('834', '862', 0.9805396795272827)
('834', '378', 0.9704412817955017)
('834', '395', 0.9709106087684631)
('834', '1183', 0.9790346622467041)
('834', '820', 0.9720584154129028)
('857', '1441', 0.9712405204772949)
('857', '1821', 0.9722102284431458)
('857', '2468', 0.9703514575958252)
('857', '806', 0.9716264605522156)
('857', '1425', 0.9780914187431335)
('857', '1395', 0.9736713171005249)
('857', '679', 0.9711071848869324)
('857', '1374', 0.9757179021835327)
('857', '1474', 0.9718368649482727)
('857', '585', 0.9766485095024109)
('857', '586', 0.9781092405319214)
('857', '64', 0.9703105092048645)
('857', '855', 0.971861720085144)
('857', '603', 0.9717034697532654)
('857', '1388', 0.9880725741386414)
('857', '1726', 0.9749491214752197)
('857', '1470', 0.9710555076599121)
('857', '1394', 0.9731068015098572)
('857', '153', 0.9746792316436768)
('857', '1343', 0.9732934236526489)
('857', '1220', 0.9795280694961548)
('857', '1793', 0.984677255153656)
('857', '889', 0.9726094007492065)
('857', '476', 0.9843389987945557)
('857', '1321', 0.9706084132194519)
('857', '763', 0.9773693084716797)
('857', '1462', 0.9708236455917358)
('857', '1647', 0.9702844619750977)
('857', '1600', 0.9760962724685669)
('857', '281', 0.9789270162582397)
('857', '2876', 0.9838390946388245)
('857', '1148', 0.9726851582527161)
('857', '640', 0.9757298231124878)
('857', '44', 0.9728829264640808)
('857', '1316', 0.9771820306777954)
('230', '1441', 0.9702698588371277)
('230', '214', 0.9794681072235107)
('230', '772', 0.9734271764755249)
('230', '1474', 0.9709864258766174)
('230', '1917', 0.9746857285499573)
('230', '855', 0.9712773561477661)
('230', '31', 0.9740579128265381)
('230', '1220', 0.9718852043151855)
('230', '1113', 0.9708677530288696)
('230', '2253', 0.9804598093032837)
('230', '2334', 0.9709233045578003)
('230', '113', 0.9729976058006287)
('230', '1870', 0.9802502989768982)
('230', '851', 0.9762439131736755)
('501', '1909', 0.9734455347061157)
('1775', '1732', 0.9727127552032471)
('1775', '863', 0.9822872281074524)
('1775', '710', 0.9720427989959717)
('1775', '1070', 0.9710398316383362)
('1775', '690', 0.9767767786979675)
('1775', '921', 0.9734777212142944)
('1775', '978', 0.9745702147483826)
('1775', '2940', 0.977973461151123)
('1775', '769', 0.9712114930152893)
('1775', '2992', 0.974517285823822)
('794', '1251', 0.9782073497772217)
('794', '713', 0.9817288517951965)
('794', '228', 0.9788416028022766)
('794', '398', 0.9749801158905029)
('794', '1647', 0.971149206161499)
('794', '1683', 0.9733707308769226)
('794', '1905', 0.9722669124603271)
('794', '646', 0.970800518989563)
('794', '1870', 0.9711883664131165)
('794', '678', 0.97137451171875)
('794', '974', 0.9704194068908691)
('1441', '1821', 0.9769757390022278)
('1441', '1324', 0.9874152541160583)
('1441', '355', 0.971550703048706)
('1441', '296', 0.9763880372047424)
('1441', '827', 0.9796826243400574)
('1441', '2871', 0.9746673107147217)
('1441', '960', 0.9820252060890198)
('1441', '214', 0.9825341701507568)
('1441', '1395', 0.9751335382461548)
('1441', '1374', 0.9777601361274719)
('1441', '1474', 0.9819592237472534)
('1441', '855', 0.978125810623169)
('1441', '1829', 0.9804545640945435)
('1441', '1088', 0.9826406836509705)
('1441', '25', 0.9735683798789978)
('1441', '1489', 0.9831785559654236)
('1441', '1343', 0.9760765433311462)
('1441', '365', 0.9770742654800415)
('1441', '96', 0.9784966111183167)
('1441', '1321', 0.9723454713821411)
('1441', '2253', 0.9786623120307922)
('1441', '2876', 0.9768875241279602)
('1441', '1025', 0.975001871585846)
('1441', '1439', 0.9710366725921631)
('1441', '851', 0.9819046258926392)
('1441', '1421', 0.9797938466072083)
('2466', '420', 0.9732027053833008)
('2466', '1243', 0.9809446930885315)
('1361', '3003', 0.9725465178489685)
('1361', '1627', 0.9740241765975952)
('1361', '144', 0.9702717065811157)
('1361', '1959', 0.9719821810722351)
('1361', '1490', 0.970478892326355)
('1361', '1010', 0.9706503748893738)
('1482', '1221', 0.973020613193512)
('1482', '2871', 0.978257954120636)
('1482', '799', 0.9780750274658203)
('1482', '1333', 0.9775040745735168)
('1632', '827', 0.9798569083213806)
('1632', '2871', 0.9710487723350525)
('1632', '2884', 0.9741683006286621)
('1632', '1375', 0.9746911525726318)
('1632', '1476', 0.9770263433456421)
('711', '1244', 0.9748860001564026)
('1851', '1102', 0.970926821231842)
('1851', '1295', 0.9717211723327637)
('379', '652', 0.9772813320159912)
('379', '419', 0.9736859202384949)
('379', '744', 0.971432089805603)
('379', '1160', 0.9718359708786011)
('1821', '1221', 0.9827612042427063)
('1821', '2912', 0.9791197776794434)
('1821', '1324', 0.9821906089782715)
('1821', '296', 0.9744985699653625)
('1821', '827', 0.9771653413772583)
('1821', '2871', 0.979683518409729)
('1821', '2030', 0.9726977944374084)
('1821', '960', 0.973834216594696)
('1821', '2884', 0.9708659052848816)
('1821', '704', 0.9755119681358337)
('1821', '799', 0.982554018497467)
('1821', '1436', 0.9702837467193604)
('1821', '1395', 0.9775376915931702)
('1821', '586', 0.9728792309761047)
('1821', '1476', 0.976210355758667)
('1821', '855', 0.9848700165748596)
('1821', '1388', 0.9738422632217407)
('1821', '1730', 0.974450945854187)
('1821', '1333', 0.9737688899040222)
('1821', '1489', 0.9734714031219482)
('1821', '889', 0.9715338945388794)
('1821', '2876', 0.9829533100128174)
('1821', '980', 0.9764140248298645)
('1821', '344', 0.9733878970146179)
('2880', '1585', 0.9717296361923218)
('1573', '1867', 0.9709044098854065)
('1573', '1220', 0.9717330932617188)
('1573', '1096', 0.9721728563308716)
('1573', '343', 0.9746425747871399)
('1221', '1324', 0.9722073674201965)
('1221', '2468', 0.9704316854476929)
('1221', '960', 0.9700844883918762)
('1221', '799', 0.9832386374473572)
('1221', '1404', 0.9729236364364624)
('1221', '855', 0.9802383184432983)
('1221', '1730', 0.980877697467804)
('1221', '1333', 0.9712697863578796)
('1221', '763', 0.9733790755271912)
('1221', '2876', 0.9820854067802429)
('1221', '1025', 0.9700913429260254)
('1221', '344', 0.9793826937675476)
('1221', '1421', 0.9740886092185974)
('1879', '930', 0.9730114340782166)
('1879', '1394', 0.9710894823074341)
('2912', '799', 0.9702798128128052)
('2912', '1404', 0.9779813289642334)
('1135', '715', 0.970241367816925)
('759', '1251', 0.9705410003662109)
('759', '1302', 0.9779821038246155)
('759', '713', 0.9740400910377502)
('759', '1633', 0.9830452799797058)
('759', '1001', 0.9781951308250427)
('759', '644', 0.9845619797706604)
('759', '1435', 0.9741688370704651)
('759', '227', 0.9735729694366455)
('759', '772', 0.9802965521812439)
('759', '1369', 0.982054591178894)
('759', '292', 0.980087399482727)
('759', '1931', 0.9763770699501038)
('759', '1274', 0.9750052094459534)
('759', '1385', 0.9788296222686768)
('759', '1224', 0.9707072377204895)
('759', '671', 0.9786360263824463)
('759', '1424', 0.9755285382270813)
('759', '1033', 0.9802234768867493)
('759', '629', 0.9736930727958679)
('759', '2819', 0.9780547022819519)
('759', '398', 0.9744962453842163)
('759', '1671', 0.973060667514801)
('759', '1188', 0.9714410901069641)
('759', '920', 0.9741407632827759)
('759', '1201', 0.9759554266929626)
('759', '1662', 0.9758346676826477)
('759', '911', 0.9829270243644714)
('759', '617', 0.9869053959846497)
('759', '343', 0.9746887683868408)
('759', '1193', 0.9700626134872437)
('759', '2334', 0.9731791019439697)
('759', '1161', 0.9860713481903076)
('759', '1400', 0.9896045923233032)
('759', '1850', 0.9809338450431824)
('759', '1693', 0.9702711701393127)
('759', '1825', 0.9774243831634521)
('759', '480', 0.9788545966148376)
('759', '1989', 0.985011637210846)
('759', '593', 0.9804240465164185)
